sale_id,date_sales,community,brand,model,units,unit_price,total_amount
1438,2/5/2025,Andalucia,OPPO,A78,3,838.19,2514.57
1439,6/29/2025,Galicia,Apple,iPhone 13,5,589.47,2947.35
1440,11/15/2025,Castilla La Mancha,Motorola,Edge 40,5,570.47,2852.35
1441,4/17/2025,Pais Vasco,OPPO,Find X5,3,1155.63,3466.89
1442,2/20/2023,Pais Vasco,Xiaomi,Mi 11,2,702.11,1404.22
1443,1/5/2025,Cataluña,Xiaomi,Poco X5,1,518.15,518.15
1444,7/20/2024,Cataluña,Motorola,Razr 40,2,273.01,546.02
1445,2/15/2024,Madrid,Samsung,Galaxy A54,3,395.81,1187.43
1446,7/16/2024,Galicia,Xiaomi,Mi 11,2,1032.05,2064.1
1447,1/18/2023,Galicia,Apple,iPhone 15,3,502.31,1506.93
1448,1/25/2023,Pais Vasco,Xiaomi,Mi 11,4,967.61,3870.44
1449,4/9/2024,Valencia,Apple,iPhone 14,2,743.05,1486.1
1450,8/2/2025,Castilla La Mancha,Motorola,Razr 40,3,1139.89,3419.67
1451,5/5/2025,Pais Vasco,Xiaomi,Redmi Note 12,2,698.35,1396.7
1452,10/12/2023,Castilla y Leon,Motorola,Edge 40,5,1242.19,6210.95
1453,10/20/2025,Madrid,Xiaomi,Poco X5,3,574.78,1724.34
1454,9/5/2024,Pais Vasco,OPPO,Find X5,3,883.69,2651.07
1455,11/11/2023,Andalucia,Motorola,Edge 40,3,860.24,2580.72
1456,2/19/2025,Pais Vasco,Motorola,Razr 40,2,1335.87,2671.74
1457,1/21/2024,Pais Vasco,Samsung,Galaxy Z Flip,4,285.8,1143.2
1458,7/10/2023,Galicia,Motorola,G82,2,280.39,560.78
1459,9/27/2025,Madrid,Motorola,Edge 40,1,383.37,383.37
1460,2/26/2024,Galicia,Samsung,Galaxy A54,2,513.88,1027.76
1461,4/28/2023,Castilla La Mancha,Motorola,Edge 40,3,798.16,2394.48
1462,3/11/2025,Pais Vasco,Apple,iPhone 14,2,1386.99,2773.98
1463,9/6/2025,Pais Vasco,Apple,iPhone 15,1,636.24,636.24
1464,9/26/2024,Valencia,Apple,iPhone 13,4,1172.37,4689.48
1465,2/20/2024,Galicia,OPPO,Reno 8,5,1045.97,5229.85
1466,1/16/2023,Valencia,OPPO,Find X5,2,707.16,1414.32
1467,12/12/2025,Valencia,OPPO,A78,3,1287.88,3863.64
1468,3/22/2023,Castilla La Mancha,OPPO,Find X5,1,509.89,509.89
1469,3/11/2025,Galicia,OPPO,Find X5,5,1179.29,5896.45
1470,1/3/2024,Valencia,Apple,iPhone 14,5,1066.55,5332.75
1471,7/15/2023,Andalucia,OPPO,Find X5,4,1023.31,4093.24
1472,7/14/2024,Andalucia,Samsung,Galaxy S21,5,514.86,2574.3
1473,10/7/2025,Valencia,Samsung,Galaxy Z Flip,4,1390.49,5561.96
1474,6/6/2023,Castilla y Leon,Motorola,Edge 40,1,780.49,780.49
1475,12/4/2023,Castilla La Mancha,Xiaomi,Mi 11,3,409.22,1227.66
1476,5/30/2023,Madrid,Samsung,Galaxy A54,4,626.44,2505.76
1477,3/19/2023,Pais Vasco,OPPO,Reno 8,1,463.26,463.26
1478,9/19/2025,Castilla La Mancha,Apple,iPhone 14,4,235.3,941.2
1479,6/15/2025,Valencia,Motorola,Razr 40,2,738.48,1476.96
1480,2/6/2023,Andalucia,Xiaomi,Redmi Note 12,5,275.64,1378.2
1481,12/11/2023,Pais Vasco,Xiaomi,Redmi Note 12,1,989.24,989.24
1482,11/11/2023,Galicia,Samsung,Galaxy Z Flip,4,597.61,2390.44
1483,12/26/2025,Madrid,Apple,iPhone 15,2,702.57,1405.14
1484,3/10/2025,Cataluña,Samsung,Galaxy Z Flip,3,704.98,2114.94
1485,2/11/2025,Madrid,Motorola,Edge 40,2,1311.03,2622.06
1486,7/7/2023,Valencia,Xiaomi,Redmi Note 12,1,677.1,677.1
1487,5/10/2023,Valencia,Samsung,Galaxy A54,2,1348.43,2696.86
1488,12/9/2023,Andalucia,Samsung,Galaxy Z Flip,1,669.6,669.6
1489,1/24/2024,Castilla y Leon,Samsung,Galaxy A54,5,408.9,2044.5
1490,9/5/2023,Pais Vasco,Motorola,G82,2,417.22,834.44
1491,1/31/2023,Andalucia,Xiaomi,Mi 11,4,967.49,3869.96
1492,7/28/2025,Valencia,Samsung,Galaxy A54,2,232.52,465.04
1493,3/31/2023,Castilla y Leon,Xiaomi,Poco X5,1,1256.83,1256.83
1494,7/28/2023,Castilla La Mancha,OPPO,Find X5,5,1139.07,5695.35
1495,7/14/2023,Galicia,Motorola,Edge 40,5,555.44,2777.2
1496,11/11/2024,Andalucia,OPPO,A78,2,944.19,1888.38
1497,5/19/2023,Castilla La Mancha,Xiaomi,Poco X5,3,172.06,516.18
1498,11/12/2025,Pais Vasco,Motorola,G82,2,779.28,1558.56
1499,9/12/2023,Madrid,Samsung,Galaxy S21,3,445.5,1336.5
1500,5/3/2023,Cataluña,OPPO,Reno 8,2,618.15,1236.3
1501,2/8/2025,Andalucia,Xiaomi,Redmi Note 12,2,952.55,1905.1
1502,11/4/2024,Castilla La Mancha,Apple,iPhone 15,2,497.66,995.32
1503,8/13/2024,Pais Vasco,Samsung,Galaxy Z Flip,1,436.26,436.26
1504,2/26/2024,Valencia,Xiaomi,Mi 11,5,217.59,1087.95
1505,2/20/2025,Valencia,Apple,iPhone 15,5,552.05,2760.25
1506,5/13/2023,Madrid,OPPO,A78,4,237.48,949.92
1507,2/23/2024,Andalucia,Apple,iPhone 13,2,264.7,529.4
1508,4/28/2024,Valencia,Motorola,Razr 40,5,247.71,1238.55
1509,2/9/2024,Andalucia,OPPO,Find X5,2,680.02,1360.04
1510,8/7/2024,Galicia,Motorola,Edge 40,5,710.34,3551.7
1511,6/13/2023,Castilla La Mancha,Apple,iPhone 14,3,647.81,1943.43
1512,5/15/2025,Castilla La Mancha,Apple,iPhone 14,5,911.74,4558.7
1513,2/10/2023,Castilla La Mancha,OPPO,Reno 8,4,684.25,2737
1514,12/26/2023,Andalucia,Samsung,Galaxy A54,3,625.56,1876.68
1515,2/7/2025,Galicia,Xiaomi,Mi 11,5,907.53,4537.65
1516,8/19/2025,Andalucia,Samsung,Galaxy A54,2,343.41,686.82
1517,10/22/2025,Madrid,Apple,iPhone 13,3,764.32,2292.96
1518,2/25/2025,Castilla y Leon,OPPO,Find X5,4,534.76,2139.04
1519,3/21/2023,Pais Vasco,Motorola,Edge 40,1,631.03,631.03
1520,6/12/2025,Valencia,Motorola,Edge 40,3,1114.09,3342.27
1521,1/24/2025,Castilla La Mancha,Xiaomi,Poco X5,1,963.63,963.63
1522,5/11/2024,Valencia,OPPO,A78,4,193.13,772.52
1523,10/30/2023,Madrid,Xiaomi,Poco X5,3,906.79,2720.37
1524,11/27/2023,Valencia,Apple,iPhone 14,1,295.91,295.91
1525,3/25/2025,Pais Vasco,Samsung,Galaxy Z Flip,5,1367.68,6838.4
1526,5/16/2025,Valencia,Samsung,Galaxy Z Flip,2,1187.19,2374.38
1527,10/22/2025,Galicia,Xiaomi,Poco X5,5,973.11,4865.55
1528,4/22/2025,Galicia,OPPO,A78,1,286.59,286.59
1529,7/4/2024,Andalucia,Motorola,G82,2,1312.52,2625.04
1530,1/14/2023,Galicia,OPPO,A78,2,1170.49,2340.98
1531,5/5/2025,Cataluña,Samsung,Galaxy S21,5,671.05,3355.25
1532,12/16/2023,Pais Vasco,Xiaomi,Poco X5,2,618.31,1236.62
1533,1/8/2024,Castilla La Mancha,Apple,iPhone 13,5,1335.6,6678
1534,1/16/2024,Valencia,OPPO,A78,2,223.73,447.46
1535,4/17/2025,Galicia,Apple,iPhone 13,4,933.55,3734.2
1536,6/13/2023,Andalucia,Motorola,Edge 40,3,257.13,771.39
1537,12/1/2024,Cataluña,Samsung,Galaxy A54,1,882.06,882.06
1538,1/20/2023,Cataluña,OPPO,Find X5,1,482.6,482.6
1539,7/18/2023,Madrid,Samsung,Galaxy Z Flip,2,802.92,1605.84
1540,9/22/2025,Galicia,Samsung,Galaxy A54,4,1096.14,4384.56
1541,1/29/2025,Castilla y Leon,Motorola,G82,3,1399.31,4197.93
1542,2/14/2025,Pais Vasco,Apple,iPhone 14,5,221.55,1107.75
1543,1/7/2023,Cataluña,Xiaomi,Mi 11,4,1238.18,4952.72
1544,2/22/2023,Andalucia,OPPO,A78,5,303.62,1518.1
1545,1/24/2025,Valencia,Motorola,G82,4,922.94,3691.76
1546,1/20/2024,Pais Vasco,OPPO,A78,1,1382.73,1382.73
1547,4/4/2023,Castilla y Leon,Xiaomi,Redmi Note 12,3,997.41,2992.23
1548,3/30/2025,Castilla La Mancha,Apple,iPhone 15,5,1142.45,5712.25
1549,7/25/2023,Castilla La Mancha,Xiaomi,Mi 11,4,517.33,2069.32
1550,12/1/2025,Andalucia,Apple,iPhone 15,5,1131.08,5655.4
1551,10/16/2025,Andalucia,Motorola,Edge 40,1,526.69,526.69
1552,7/2/2025,Andalucia,Motorola,G82,1,752.71,752.71
1553,3/9/2024,Valencia,Motorola,Edge 40,2,1091.57,2183.14
1554,3/1/2023,Pais Vasco,Samsung,Galaxy S21,2,1311.25,2622.5
1555,3/27/2024,Galicia,Xiaomi,Mi 11,3,982.42,2947.26
1556,12/30/2025,Andalucia,Samsung,Galaxy Z Flip,4,263.05,1052.2
1557,12/3/2024,Cataluña,Xiaomi,Redmi Note 12,4,1287.71,5150.84
1558,4/22/2024,Pais Vasco,OPPO,A78,2,473.87,947.74
1559,7/2/2023,Cataluña,Xiaomi,Redmi Note 12,3,1075.73,3227.19
1560,1/23/2025,Cataluña,Apple,iPhone 15,2,1216.66,2433.32
1561,9/28/2024,Madrid,OPPO,A78,1,887.57,887.57
1562,10/16/2024,Pais Vasco,Apple,iPhone 14,3,1146.9,3440.7
1563,8/7/2023,Valencia,Apple,iPhone 15,4,161.49,645.96
1564,8/30/2024,Andalucia,OPPO,Find X5,2,774.79,1549.58
1565,10/26/2023,Galicia,OPPO,Reno 8,1,898.6,898.6
1566,7/14/2024,Cataluña,Xiaomi,Poco X5,5,747.85,3739.25
1567,2/10/2025,Galicia,Apple,iPhone 14,1,1376.43,1376.43
1568,4/5/2024,Valencia,Xiaomi,Redmi Note 12,1,1303.95,1303.95
1569,9/4/2024,Pais Vasco,Apple,iPhone 14,2,1388.83,2777.66
1570,5/15/2025,Castilla y Leon,Motorola,G82,4,1387.89,5551.56
1571,12/17/2025,Cataluña,OPPO,Find X5,3,502.96,1508.88
1572,7/19/2023,Pais Vasco,Apple,iPhone 15,2,554.27,1108.54
1573,7/26/2025,Galicia,Motorola,Edge 40,2,871.45,1742.9
1574,8/19/2024,Castilla La Mancha,OPPO,A78,2,412.21,824.42
1575,1/11/2025,Madrid,Apple,iPhone 15,5,277.43,1387.15
1576,12/11/2023,Pais Vasco,Apple,iPhone 14,1,270.06,270.06
1577,8/29/2023,Madrid,OPPO,Reno 8,5,962.62,4813.1
1578,4/7/2025,Andalucia,Motorola,G82,2,192.49,384.98
1579,9/11/2024,Castilla La Mancha,Apple,iPhone 14,5,1343.19,6715.95
1580,8/7/2025,Cataluña,OPPO,A78,4,494.02,1976.08
1581,9/3/2023,Madrid,OPPO,Find X5,1,253.3,253.3
1582,2/17/2023,Valencia,OPPO,A78,5,866.23,4331.15
1583,7/13/2023,Galicia,Motorola,G82,5,376.37,1881.85
1584,9/3/2024,Pais Vasco,OPPO,A78,5,306.55,1532.75
1585,4/10/2025,Andalucia,Xiaomi,Redmi Note 12,1,642.25,642.25
1586,5/11/2023,Castilla La Mancha,Motorola,Razr 40,5,1196.43,5982.15
1587,2/29/2024,Cataluña,Motorola,Razr 40,1,375.83,375.83
1588,1/11/2023,Andalucia,Motorola,Razr 40,5,709.04,3545.2
1589,9/21/2023,Madrid,Xiaomi,Redmi Note 12,5,407.79,2038.95
1590,3/13/2023,Galicia,Apple,iPhone 13,1,1374.91,1374.91
1591,12/18/2023,Castilla y Leon,Motorola,G82,4,1371.38,5485.52
1592,4/5/2023,Galicia,Samsung,Galaxy S21,5,1280.77,6403.85
1593,10/14/2023,Castilla La Mancha,Xiaomi,Poco X5,5,763.05,3815.25
1594,11/11/2025,Castilla y Leon,Xiaomi,Poco X5,2,1009.91,2019.82
1595,1/21/2024,Madrid,Samsung,Galaxy S21,2,524.64,1049.28
1596,1/5/2025,Valencia,Apple,iPhone 13,3,310.62,931.86
1597,6/6/2024,Cataluña,Motorola,G82,3,627.23,1881.69
1598,6/20/2023,Castilla La Mancha,Apple,iPhone 14,3,995.66,2986.98
1599,5/25/2023,Valencia,Apple,iPhone 15,3,1394.2,4182.6
1600,11/13/2025,Castilla y Leon,Apple,iPhone 15,5,355.05,1775.25
1601,2/15/2025,Pais Vasco,Apple,iPhone 14,1,1355.02,1355.02
1602,9/13/2023,Galicia,Apple,iPhone 13,5,287.49,1437.45
1603,11/5/2024,Cataluña,Motorola,G82,1,603.52,603.52
1604,4/7/2024,Andalucia,Xiaomi,Mi 11,3,162.33,486.99
1605,8/4/2023,Pais Vasco,OPPO,Reno 8,1,369.66,369.66
1606,7/15/2023,Castilla La Mancha,Xiaomi,Poco X5,5,586.13,2930.65
1607,7/22/2023,Galicia,Motorola,G82,1,363.43,363.43
1608,12/24/2025,Castilla y Leon,OPPO,Reno 8,5,893.27,4466.35
1609,6/14/2024,Andalucia,OPPO,Find X5,1,1008.32,1008.32
1610,10/20/2023,Andalucia,Apple,iPhone 15,4,859.45,3437.8
1611,5/25/2024,Castilla y Leon,Xiaomi,Redmi Note 12,5,672.8,3364
1612,12/25/2024,Castilla La Mancha,OPPO,Reno 8,4,777.79,3111.16
1613,9/17/2024,Valencia,Xiaomi,Mi 11,1,1334.32,1334.32
1614,6/12/2023,Cataluña,OPPO,Find X5,1,1062.44,1062.44
1615,6/23/2023,Madrid,Samsung,Galaxy S21,3,842.7,2528.1
1616,11/7/2025,Pais Vasco,OPPO,Reno 8,2,749.57,1499.14
1617,4/10/2025,Cataluña,Motorola,Razr 40,1,920.36,920.36
1618,12/30/2025,Pais Vasco,Samsung,Galaxy Z Flip,3,455.28,1365.84
1619,7/7/2025,Madrid,Motorola,Razr 40,2,993.15,1986.3
1620,6/3/2023,Andalucia,Motorola,Edge 40,3,1199.26,3597.78
1621,5/15/2025,Madrid,Motorola,G82,4,623.87,2495.48
1622,5/26/2024,Castilla y Leon,Xiaomi,Redmi Note 12,5,1213.47,6067.35
1623,9/16/2025,Galicia,Samsung,Galaxy A54,3,480.94,1442.82
1624,3/21/2024,Pais Vasco,Samsung,Galaxy Z Flip,3,1311.39,3934.17
1625,9/26/2025,Castilla La Mancha,Motorola,Edge 40,1,594.68,594.68
1626,9/3/2024,Castilla y Leon,Motorola,G82,3,283.96,851.88
1627,4/3/2025,Andalucia,Xiaomi,Poco X5,3,161.08,483.24
1628,6/23/2023,Valencia,OPPO,Find X5,5,792.9,3964.5
1629,9/25/2025,Cataluña,Apple,iPhone 14,1,344.54,344.54
1630,3/20/2025,Castilla La Mancha,Xiaomi,Redmi Note 12,3,524.11,1572.33
1631,8/11/2023,Galicia,OPPO,Reno 8,4,970.35,3881.4
1632,12/25/2024,Andalucia,OPPO,Reno 8,4,157.26,629.04
1633,8/6/2024,Valencia,Apple,iPhone 13,1,317.1,317.1
1634,3/6/2023,Castilla y Leon,OPPO,A78,2,982.76,1965.52
1635,9/1/2023,Galicia,OPPO,A78,4,761.33,3045.32
1636,10/27/2024,Andalucia,OPPO,A78,4,777.32,3109.28
1637,8/9/2023,Cataluña,OPPO,Reno 8,1,307.65,307.65
1638,4/29/2024,Madrid,Xiaomi,Poco X5,1,997.89,997.89
1639,6/8/2025,Madrid,Xiaomi,Mi 11,4,511.83,2047.32
1640,5/22/2024,Pais Vasco,OPPO,Reno 8,5,340.62,1703.1
1641,7/29/2024,Valencia,Motorola,Edge 40,1,1230.21,1230.21
1642,2/11/2024,Pais Vasco,Apple,iPhone 15,4,1033.08,4132.32
1643,1/22/2024,Andalucia,Samsung,Galaxy Z Flip,5,936.13,4680.65
1644,9/28/2023,Cataluña,Apple,iPhone 13,4,197.96,791.84
1645,2/6/2023,Pais Vasco,Apple,iPhone 13,5,399.55,1997.75
1646,12/11/2025,Pais Vasco,Samsung,Galaxy A54,3,1025.2,3075.6
1647,5/22/2025,Castilla y Leon,Apple,iPhone 13,4,226.69,906.76
1648,9/15/2024,Madrid,OPPO,A78,1,486.56,486.56
1649,5/20/2024,Pais Vasco,Xiaomi,Mi 11,3,1268.88,3806.64
1650,4/17/2023,Madrid,Apple,iPhone 13,3,414.97,1244.91
1651,6/1/2025,Cataluña,OPPO,Find X5,2,465.33,930.66
1652,9/15/2024,Castilla y Leon,OPPO,Find X5,1,271.11,271.11
1653,11/9/2024,Andalucia,Samsung,Galaxy Z Flip,3,1076.62,3229.86
1654,5/2/2024,Castilla y Leon,Xiaomi,Poco X5,3,412.54,1237.62
1655,9/25/2023,Cataluña,OPPO,Reno 8,5,300.44,1502.2
1656,1/31/2024,Valencia,Motorola,Razr 40,4,1306.88,5227.52
1657,9/9/2024,Castilla y Leon,Samsung,Galaxy Z Flip,4,1387.06,5548.24
1658,3/31/2023,Andalucia,Apple,iPhone 15,2,389.63,779.26
1659,12/12/2024,Galicia,Motorola,Razr 40,3,710.6,2131.8
1660,9/15/2025,Cataluña,Samsung,Galaxy A54,4,804.7,3218.8
1661,7/15/2024,Andalucia,Motorola,Edge 40,2,512.07,1024.14
1662,3/25/2025,Valencia,Motorola,Edge 40,4,1005.87,4023.48
1663,6/15/2025,Andalucia,Motorola,Edge 40,5,630.19,3150.95
1664,2/28/2024,Galicia,OPPO,Find X5,2,154.5,309
1665,11/16/2025,Madrid,Motorola,Edge 40,4,779.77,3119.08
1666,3/27/2024,Galicia,Motorola,G82,3,1035.32,3105.96
1667,4/3/2024,Andalucia,Motorola,Edge 40,1,816.96,816.96
1668,7/22/2024,Andalucia,Xiaomi,Redmi Note 12,2,488.04,976.08
1669,3/6/2024,Valencia,Samsung,Galaxy Z Flip,5,295.23,1476.15
1670,10/26/2024,Castilla y Leon,Xiaomi,Poco X5,1,1333.03,1333.03
1671,4/16/2025,Andalucia,Motorola,G82,5,518.62,2593.1
1672,12/29/2024,Madrid,Samsung,Galaxy Z Flip,2,1063.1,2126.2
1673,2/2/2023,Galicia,Xiaomi,Redmi Note 12,5,971.65,4858.25
1674,6/11/2024,Pais Vasco,Motorola,Edge 40,5,838.6,4193
1675,7/4/2024,Castilla y Leon,OPPO,Reno 8,2,877.08,1754.16
1676,4/19/2024,Castilla La Mancha,OPPO,Reno 8,4,610.8,2443.2
1677,1/7/2024,Castilla La Mancha,OPPO,Reno 8,4,381.29,1525.16
1678,1/5/2024,Castilla La Mancha,Apple,iPhone 13,3,176.31,528.93
1679,1/20/2024,Pais Vasco,Apple,iPhone 13,1,329.4,329.4
1680,4/4/2025,Castilla La Mancha,OPPO,Reno 8,1,1055.38,1055.38
1681,7/24/2023,Madrid,Apple,iPhone 15,4,629.99,2519.96
1682,9/28/2023,Madrid,Samsung,Galaxy S21,2,1112.65,2225.3
1683,1/20/2023,Madrid,Xiaomi,Redmi Note 12,1,827.96,827.96
1684,2/19/2024,Cataluña,Xiaomi,Poco X5,2,750.53,1501.06
1685,9/21/2024,Andalucia,Motorola,G82,3,748.64,2245.92
1686,9/10/2023,Galicia,Apple,iPhone 13,1,1181.16,1181.16
1687,7/30/2023,Galicia,Samsung,Galaxy Z Flip,5,1258.07,6290.35
1688,4/4/2024,Madrid,OPPO,Reno 8,1,433.34,433.34
1689,8/10/2024,Castilla y Leon,OPPO,Reno 8,2,1302.11,2604.22
1690,10/4/2025,Cataluña,OPPO,A78,2,1388.46,2776.92
1691,1/1/2025,Galicia,Apple,iPhone 13,1,919.62,919.62
1692,3/30/2023,Cataluña,Samsung,Galaxy A54,5,338.88,1694.4
1693,1/7/2024,Castilla y Leon,OPPO,A78,4,337.78,1351.12
1694,12/14/2024,Galicia,Xiaomi,Poco X5,1,488.87,488.87
1695,6/27/2024,Castilla y Leon,OPPO,A78,1,1136.07,1136.07
1696,10/17/2024,Andalucia,Apple,iPhone 15,2,638.25,1276.5
1697,5/25/2025,Cataluña,OPPO,Reno 8,3,330.83,992.49
1698,2/27/2025,Andalucia,Xiaomi,Redmi Note 12,3,549.14,1647.42
1699,11/13/2024,Pais Vasco,OPPO,Find X5,2,1152.68,2305.36
1700,10/15/2025,Pais Vasco,Apple,iPhone 14,5,817.21,4086.05
1701,2/26/2025,Valencia,Motorola,Razr 40,1,876.2,876.2
1702,6/28/2023,Valencia,OPPO,A78,2,602.14,1204.28
1703,8/28/2025,Castilla y Leon,Apple,iPhone 13,2,1301.13,2602.26
1704,10/13/2023,Castilla y Leon,Samsung,Galaxy A54,3,725.49,2176.47
1705,3/7/2024,Valencia,Motorola,G82,2,219.83,439.66
1706,2/12/2025,Andalucia,Apple,iPhone 13,1,1020.15,1020.15
1707,8/6/2023,Madrid,OPPO,Find X5,5,242.21,1211.05
1708,10/28/2023,Madrid,Motorola,Edge 40,3,326.6,979.8
1709,5/2/2025,Madrid,Apple,iPhone 13,2,1106.77,2213.54
1710,12/16/2025,Andalucia,OPPO,A78,3,737.73,2213.19
1711,8/10/2024,Madrid,Xiaomi,Mi 11,1,344.86,344.86
1712,10/27/2025,Andalucia,Samsung,Galaxy Z Flip,2,163.58,327.16
1713,6/12/2024,Castilla La Mancha,OPPO,A78,5,777.34,3886.7
1714,7/10/2024,Andalucia,Apple,iPhone 14,1,801.88,801.88
1715,3/31/2025,Valencia,Apple,iPhone 15,5,220,1100
1716,8/17/2025,Cataluña,OPPO,Reno 8,4,541.49,2165.96
1717,4/22/2023,Andalucia,OPPO,Find X5,3,958.31,2874.93
1718,8/2/2023,Cataluña,Apple,iPhone 14,1,603.38,603.38
1719,7/31/2024,Valencia,Xiaomi,Redmi Note 12,2,826.96,1653.92
1720,9/25/2024,Madrid,Samsung,Galaxy S21,2,839.61,1679.22
1721,6/24/2023,Galicia,Samsung,Galaxy S21,5,856,4280
1722,4/9/2023,Madrid,Motorola,G82,3,266.51,799.53
1723,8/1/2024,Castilla y Leon,Xiaomi,Redmi Note 12,4,775.27,3101.08
1724,9/23/2023,Castilla y Leon,Xiaomi,Mi 11,1,564.15,564.15
1725,2/18/2023,Andalucia,Motorola,Edge 40,5,1145.09,5725.45
1726,8/17/2024,Madrid,OPPO,A78,2,339.42,678.84
1727,4/19/2024,Cataluña,OPPO,Reno 8,2,1159.35,2318.7
1728,10/24/2025,Andalucia,Apple,iPhone 15,5,1390.35,6951.75
1729,7/5/2025,Castilla y Leon,Motorola,Razr 40,2,573.78,1147.56
1730,3/23/2023,Pais Vasco,Xiaomi,Poco X5,4,448.89,1795.56
1731,11/9/2023,Cataluña,Motorola,Razr 40,5,934.74,4673.7
1732,10/20/2023,Madrid,OPPO,Reno 8,3,833.92,2501.76
1733,7/20/2025,Cataluña,Samsung,Galaxy A54,3,362.15,1086.45
1734,7/27/2024,Cataluña,Xiaomi,Redmi Note 12,5,604.16,3020.8
1735,8/1/2025,Andalucia,Samsung,Galaxy S21,3,1382.68,4148.04
1736,9/11/2023,Andalucia,Xiaomi,Mi 11,5,760.32,3801.6
1737,4/17/2025,Pais Vasco,Xiaomi,Mi 11,5,1296.43,6482.15
1738,11/15/2025,Castilla y Leon,Apple,iPhone 14,5,1340.06,6700.3
1739,11/2/2025,Pais Vasco,Xiaomi,Redmi Note 12,4,478.53,1914.12
1740,5/16/2024,Madrid,Samsung,Galaxy Z Flip,5,159.93,799.65
1741,11/21/2023,Pais Vasco,Samsung,Galaxy A54,5,649.1,3245.5
1742,8/4/2025,Pais Vasco,Samsung,Galaxy S21,1,586.17,586.17
1743,8/12/2023,Castilla La Mancha,OPPO,A78,1,375.34,375.34
1744,2/13/2024,Pais Vasco,Samsung,Galaxy A54,4,560.9,2243.6
1745,3/11/2024,Castilla La Mancha,Xiaomi,Mi 11,4,292.91,1171.64
1746,8/20/2025,Andalucia,OPPO,Reno 8,2,950.27,1900.54
1747,2/17/2025,Madrid,Xiaomi,Poco X5,1,1320.57,1320.57
1748,3/13/2024,Castilla La Mancha,Xiaomi,Mi 11,1,414.37,414.37
1749,7/6/2024,Pais Vasco,Samsung,Galaxy Z Flip,3,944.61,2833.83
1750,7/14/2024,Cataluña,Samsung,Galaxy S21,4,252.14,1008.56
1751,6/15/2024,Valencia,OPPO,Find X5,2,1188.19,2376.38
1752,8/31/2024,Castilla y Leon,Samsung,Galaxy A54,2,398.26,796.52
1753,11/26/2023,Castilla La Mancha,OPPO,Find X5,4,593.37,2373.48
1754,2/11/2024,Madrid,Motorola,G82,1,1053.4,1053.4
1755,10/25/2024,Andalucia,Motorola,Razr 40,3,167.73,503.19
1756,10/10/2024,Castilla La Mancha,OPPO,Reno 8,1,1140.02,1140.02
1757,7/11/2025,Madrid,OPPO,Find X5,2,942.87,1885.74
1758,3/23/2024,Madrid,Motorola,Edge 40,2,675.22,1350.44
1759,3/18/2024,Pais Vasco,Motorola,Edge 40,3,412.2,1236.6
1760,1/28/2025,Madrid,Apple,iPhone 15,3,170.24,510.72
1761,10/19/2025,Cataluña,Xiaomi,Poco X5,4,667.57,2670.28
1762,12/7/2025,Pais Vasco,Xiaomi,Mi 11,3,291.72,875.16
1763,2/3/2025,Pais Vasco,Apple,iPhone 14,2,840.94,1681.88
1764,2/20/2025,Pais Vasco,Apple,iPhone 15,3,1206.36,3619.08
1765,7/23/2023,Galicia,OPPO,A78,1,1157.42,1157.42
1766,4/22/2025,Madrid,Samsung,Galaxy S21,1,770.51,770.51
1767,6/28/2025,Cataluña,Motorola,Razr 40,5,876.54,4382.7
1768,5/11/2025,Galicia,Samsung,Galaxy Z Flip,2,428.6,857.2
1769,8/23/2023,Pais Vasco,OPPO,A78,2,1220.43,2440.86
1770,4/25/2025,Castilla La Mancha,Samsung,Galaxy A54,4,159.51,638.04
1771,7/2/2024,Galicia,Xiaomi,Redmi Note 12,3,534.25,1602.75
1772,1/9/2023,Valencia,OPPO,A78,4,190.84,763.36
1773,11/28/2025,Castilla y Leon,Samsung,Galaxy S21,5,546.84,2734.2
1774,5/10/2024,Pais Vasco,Apple,iPhone 15,5,1366.86,6834.3
1775,4/16/2023,Pais Vasco,Apple,iPhone 15,5,686.38,3431.9
1776,4/5/2025,Andalucia,OPPO,A78,3,796.6,2389.8
1777,9/16/2023,Cataluña,OPPO,Reno 8,5,297.97,1489.85
1778,11/22/2023,Galicia,Motorola,G82,3,404.7,1214.1
1779,1/24/2023,Pais Vasco,Samsung,Galaxy S21,5,341.31,1706.55
1780,2/22/2025,Cataluña,Motorola,Razr 40,1,1077.92,1077.92
1781,1/18/2024,Castilla y Leon,Apple,iPhone 14,2,965.65,1931.3
1782,5/17/2024,Valencia,Apple,iPhone 14,4,1112.99,4451.96
1783,10/22/2023,Cataluña,Samsung,Galaxy A54,1,947.98,947.98
1784,7/29/2025,Cataluña,Motorola,Edge 40,5,303.36,1516.8
1785,1/5/2024,Galicia,Apple,iPhone 14,1,246.73,246.73
1786,7/26/2023,Pais Vasco,Xiaomi,Redmi Note 12,4,1144.3,4577.2
1787,6/6/2023,Castilla La Mancha,OPPO,Reno 8,2,1009.17,2018.34
1788,11/26/2023,Castilla La Mancha,OPPO,Find X5,2,523.44,1046.88
1789,8/29/2023,Madrid,Apple,iPhone 15,3,1392.17,4176.51
1790,11/21/2023,Madrid,OPPO,A78,5,1077.12,5385.6
1791,2/17/2023,Madrid,Samsung,Galaxy S21,5,789.68,3948.4
1792,8/24/2023,Castilla y Leon,Apple,iPhone 13,2,186.87,373.74
1793,9/17/2023,Cataluña,Apple,iPhone 13,3,492.08,1476.24
